Año,Dia,Estado,Fecha,Fecha de corte,Mes,Motivo,Número de registros (agrupación),Orden de trabajo generada,Responsable,Situación reportada,Tipo de servicio,Demora en respuesta,Latitud,Longitud,Número,Número de registros
2021,lunes,En En proceso de resolución de resolución,25/10/2021 11:37,22/02/2022 11:37,octubre,Higiene y control urbano,1,NO,AXEL PORCEL,Malezas o basura acumulada: en espacio privado (baldío abierto),Higiene y control urbano - Dir. de Catastro,120,-36.898.277,-60.298.611,11193,
2021,lunes,En proceso de resolución de revisión,25/10/2021 13:28,02/11/2021 08:11,octubre,Transporte público,1,NO,HILARIO GALLI,Incumplimiento de frecuencia,Transporte Público - Sec. de Gobierno,8,-36.932.487,-60.165.234,11194,
2021,martes,Finalizado,26/10/2021 09:08,10/12/2021 10:33,octubre,En estado o inclinación peligrosa: árboles,1,NO,ADRIAN GUEVARA,En estado o inclinación peligrosa: árboles,Higiene y control urbano - Defensa Civil,45,-36.879.681,-60.329.464,11195,
2021,martes,En proceso de resolución de revisión,26/10/2021 10:45,15/11/2021 10:45,octubre,Obras públicas,1,NO,IVAN ROBBIANI,"Calles urbanas: calzada asfáltica rota, hundida o levantada",Obras públicas - Dir. de Mantenimiento Urbano,20,-36.881.035,-60.316.372,11196,
2021,martes,Finalizado,26/10/2021 10:50,17/12/2021 10:55,octubre,Cloacas: pedido de ampliación de red,1,NO,JULIO FERRARO,Cloacas: pedido de ampliación de red,Obras públicas - Pedidos de obra,52,-36.881.035,-60.316.372,11197,
2021,martes,Finalizado,26/10/2021 13:13,27/10/2021 07:34,octubre,Recolección de residuos domiliciarios: no hay recolección,1,SI,EMANUEL LAPORTILLA,Recolección de residuos domiliciarios: no hay recolección,Higiene y control urbano - Dir. de Contralor de Servicio,1,-36.883.427,-60.312.523,11198,
2021,martes,Finalizado,26/10/2021 13:23,28/10/2021 09:21,octubre,"Ruidos molestos: en industria, taller o comercio",1,SI,GUSTAVO SPALTRO,"Ruidos molestos: en industria, taller o comercio",Control ambiental - Dir. de Control Urbano,2,-36.885.811,-60.330.276,11199,
2021,martes,En proceso de resolución de revisión,26/10/2021 13:27,10/11/2021 13:27,octubre,Habilitaciones,1,SI,PILAR CIARDELLI,Falta de habilitación,Habilitaciones - Dir. de Habilitaciones,15,-36.885.811,-60.330.276,11200,
2021,martes,En proceso de resolución de revisión,26/10/2021 21:10,16/11/2021 08:36,octubre,Obras públicas,1,SI,EMANUEL LAPORTILLA,Agua: rotura de caño,Obras públicas - Dir. de Contralor de Servicios,20,-36.873.093,-60.326.149,11201,
2021,miércoles,Finalizado,27/10/2021 09:05,15/11/2021 07:40,octubre,Recolección de residuos domiliciarios: no hay recolección,1,SI,EMANUEL LAPORTILLA,Recolección de residuos domiliciarios: no hay recolección,Higiene y control urbano - Dir. de Contralor de Servicio,19,-36.880.898,-60.331.108,11202,
2021,miércoles,En En proceso de resolución de resolución,27/10/2021 11:26,24/02/2022 11:26,octubre,Higiene y control urbano,1,NO,AXEL PORCEL,Malezas o basura acumulada: en espacio privado (baldío abierto),Higiene y control urbano - Dir. de Catastro,120,-36.912.262,-60.323.353,11203,
2021,miércoles,Finalizado,27/10/2021 11:41,28/10/2021 09:51,octubre,Estacionamiento: vehículos estacionados en lugar no permitido,1,NO,GUSTAVO SPALTRO,Estacionamiento: vehículos estacionados en lugar no permitido,Tránsito,1,-36.893.509,-60.296.265,11204,
2021,lunes,Finalizado,27/10/2021 13:08,01/11/2021 09:09,febrero,Vendedores ambulantes,1,NO,GUSTAVO SPALTRO,Vendedores ambulantes,Habilitaciones - Dir. de Control Urbano,5,-36.885.403,-60.309.361,11205,
2021,miércoles,En proceso de resolución de revisión,27/10/2021 21:20,16/11/2021 21:20,octubre,Delegaciones,1,NO,CÉSAR BOURNOT,Calles: bacheo,Delegaciones,20,-36.880.768,-6.017.421,11206,
2021,jueves,Finalizado,28/10/2021 08:18,04/11/2021 10:46,octubre,Recolección de residuos domiliciarios: no hay recolección,1,SI,EMANUEL LAPORTILLA,Recolección de residuos domiliciarios: no hay recolección,Higiene y control urbano - Dir. de Contralor de Servicio,7,-36.873.707,-6.031.382,11207,
2021,jueves,Finalizado,28/10/2021 08:41,01/11/2021 12:13,octubre,Agua: arrojo de aguas servidas domiciliarias a la via pública,1,SI,GUSTAVO SPALTRO,Agua: arrojo de aguas servidas domiciliarias a la via pública,Control ambiental - Dir. de Control Urbano,4,-36.890.713,-60.300.037,11208,
2021,jueves,En En proceso de resolución de resolución,28/10/2021 09:06,25/02/2022 09:06,octubre,Higiene y control urbano,1,NO,AXEL PORCEL,Malezas o basura acumulada: en espacio privado (baldío abierto),Higiene y control urbano - Dir. de Catastro,120,-36.901.203,-60.306.622,11209,
2021,jueves,Finalizado,28/10/2021 11:06,24/01/2022 12:16,octubre,Animales domésticos: sueltos en la via pública,1,SI,SOFIA MARTINEZ,Animales domésticos: sueltos en la via pública,Veterinaria - Dir. de Bromatologia,88,-36.928.432,-60.166.862,11210,
2021,jueves,Finalizado,28/10/2021 11:15,24/01/2022 12:16,octubre,Animales domésticos: sueltos en la via pública,1,SI,SOFIA MARTINEZ,Animales domésticos: sueltos en la via pública,Veterinaria - Dir. de Bromatologia,88,-36.904.171,-60.313.095,11211,
2021,jueves,En proceso de resolución de revisión,28/10/2021 12:19,12/11/2021 12:19,noviembre,Otros servicios no contemplados,1,NO,EMILIA DíAZ,Sugerencia,GIRO,15,-36.907.455,-60.330.875,11212,
2021,viernes,Finalizado,29/10/2021 08:20,15/11/2021 07:41,octubre,Barrido domiciliario: no hay barrido,1,SI,EMANUEL LAPORTILLA,Barrido domiciliario: no hay barrido,Higiene y control urbano - Dir. de Contralor de Servicio,17,-36.892.822,-60.308.285,11213,
2021,viernes,En proceso de resolución de revisión,29/10/2021 09:38,03/11/2021 09:38,octubre,"Parques, plazas y espacios públicos",1,SI,FEDERICO VIDAL,Césped: con falta de mantenimiento o riego,"Parques, plazas y espacios públicos - Dirección de Espacios Verdes",5,-36.882.446,-60.301.441,11214,
2021,viernes,Finalizado,29/10/2021 10:31,19/11/2021 12:45,octubre,Recolección de residuos domiliciarios: no hay recolección,1,SI,EMANUEL LAPORTILLA,Recolección de residuos domiliciarios: no hay recolección,Higiene y control urbano - Dir. de Contralor de Servicio,21,-36.882.389,-60.319.756,11215,
2021,lunes,Finalizado,29/10/2021 11:55,01/11/2021 09:10,febrero,Vendedores ambulantes,1,NO,GUSTAVO SPALTRO,Vendedores ambulantes,Habilitaciones - Dir. de Control Urbano,3,-36.899.361,-60.332.417,11216,
2021,lunes,En proceso de resolución de revisión,01/11/2021 09:36,16/11/2021 09:36,noviembre,Habilitaciones,1,SI,PILAR CIARDELLI,Falta de habilitación,Habilitaciones - Dir. de Habilitaciones,15,-3.688.903,-60.334.805,11217,
2021,lunes,Finalizado,01/11/2021 09:38,18/11/2021 09:56,noviembre,Barrido domiciliario: no hay barrido,1,SI,EMANUEL LAPORTILLA,Barrido domiciliario: no hay barrido,Higiene y control urbano - Dir. de Contralor de Servicio,17,-36.889.259,-60.334.747,11218,
2021,lunes,Finalizado,01/11/2021 09:50,31/01/2022 12:51,noviembre,Recolección de residuos inertes (poda),1,SI,EMANUEL LAPORTILLA,Recolección de residuos inertes (poda),Higiene y control urbano - Dir. de Contralor de Servicio,91,-36.877.254,-60.313.484,11219,
2021,lunes,Finalizado,01/11/2021 09:54,04/11/2021 09:10,noviembre,Malezas o basura acumulada: en espacio público (veredas),1,NO,AXEL PORCEL,Malezas o basura acumulada: en espacio público (veredas),Higiene y control urbano - Dir. de Control Urbano,3,-36.877.464,-60.313.335,11220,
2021,lunes,En proceso de resolución de revisión,01/11/2021 10:08,16/11/2021 10:08,noviembre,Obras públicas,1,NO,FABIAN RUBARE,Iluminación: lámpara sin funcionamiento o deficiente,Obras públicas - Dir. de Desarrollo Urbano,15,-36.899.944,-60.309.345,11221,
2021,lunes,En proceso de resolución de revisión,01/11/2021 10:17,16/12/2021 10:17,noviembre,Obras públicas,1,NO,IVAN ROBBIANI,Calles urbanas: calzada asfáltica con baches,Obras públicas - Dir. de Mantenimiento Urbano,45,-3.691.256,-6.030.928,11222,
2021,lunes,En En proceso de resolución de resolución,01/11/2021 11:00,01/03/2022 11:00,noviembre,Higiene y control urbano,1,NO,AXEL PORCEL,Malezas o basura acumulada: en espacio privado (baldío abierto),Higiene y control urbano - Dir. de Catastro,120,-36.906.437,-60.297.829,11223,
2021,lunes,Finalizado,01/11/2021 11:33,01/11/2021 12:05,noviembre,"Ruidos molestos: en industria, taller o comercio",1,SI,GUSTAVO SPALTRO,"Ruidos molestos: en industria, taller o comercio",Control ambiental - Dir. de Control Urbano,0,-3.687.899,-60.181.393,11224,
2021,lunes,Finalizado,01/11/2021 12:11,24/01/2022 12:16,noviembre,Animales domésticos: sueltos en la via pública,1,SI,SOFIA MARTINEZ,Animales domésticos: sueltos en la via pública,Veterinaria - Dir. de Bromatologia,84,-3.690.918,-60.311.146,11225,
2021,martes,Finalizado,02/11/2021 08:32,11/11/2021 09:27,noviembre,Recolección de residuos domiliciarios: no hay recolección,1,SI,EMANUEL LAPORTILLA,Recolección de residuos domiliciarios: no hay recolección,Higiene y control urbano - Dir. de Contralor de Servicio,9,-36.918.568,-60.302.818,11226,
2021,martes,En proceso de resolución de revisión,02/11/2021 09:12,17/12/2021 09:12,noviembre,Obras públicas,1,NO,IVAN ROBBIANI,Calles urbanas: calzada de tierra con baches,Obras públicas - Dir. de Mantenimiento Urbano,45,-36.921.505,-60.301.865,11227,
2021,martes,Finalizado,02/11/2021 09:21,10/12/2021 10:36,noviembre,En estado o inclinación peligrosa: árboles,1,NO,ADRIAN GUEVARA,En estado o inclinación peligrosa: árboles,Higiene y control urbano - Defensa Civil,38,-36.880.241,-60.330.524,11228,
2021,martes,Finalizado,02/11/2021 11:57,04/11/2021 10:02,noviembre,Agua: arrojo de aguas servidas domiciliarias a la via pública,1,SI,GUSTAVO SPALTRO,Agua: arrojo de aguas servidas domiciliarias a la via pública,Control ambiental - Dir. de Control Urbano,2,-36.892.143,-60.318.542,11229,
2021,martes,En proceso de resolución de revisión,02/11/2021 12:38,17/11/2021 12:38,noviembre,Habilitaciones,1,SI,PILAR CIARDELLI,Falta de habilitación,Habilitaciones - Dir. de Habilitaciones,15,-36.894.997,-60.344.707,11230,
2021,martes,Cancelado,02/11/2021 12:45,03/11/2021 08:03,noviembre,Obras públicas,1,NO,MODERADORES,Otra situación no contemplada,Higiene y control urbano,1,-36.892.143,-60.318.542,11231,
2021,miércoles,Finalizado,03/11/2021 10:08,04/11/2021 12:38,noviembre,Malezas o basura acumulada: en espacio público (veredas),1,NO,AXEL PORCEL,Malezas o basura acumulada: en espacio público (veredas),Higiene y control urbano - Dir. de Control Urbano,1,-3.691.341,-60.320.019,11232,
2021,miércoles,Finalizado,03/11/2021 11:27,10/11/2021 08:32,noviembre,Higiene y limpieza comercial,1,SI,SOFIA MARTINEZ,Higiene y limpieza comercial,Habilitaciones - Dir. de Bromatologia,7,-36.890.713,-60.300.037,11233,
2021,miércoles,En proceso de resolución de revisión,03/11/2021 11:43,18/12/2021 11:43,noviembre,Obras públicas,1,NO,IVAN ROBBIANI,Calles urbanas: calzada asfáltica con baches,Obras públicas - Dir. de Mantenimiento Urbano,45,-3.687.962,-60.328.064,11234,
2021,miércoles,Finalizado,03/11/2021 12:11,02/12/2021 08:57,noviembre,Barrido domiciliario: no hay barrido,1,SI,EMANUEL LAPORTILLA,Barrido domiciliario: no hay barrido,Higiene y control urbano - Dir. de Contralor de Servicio,29,-36.890.968,-60.300.079,11235,
2021,miércoles,Finalizado,03/11/2021 18:53,24/01/2022 12:16,noviembre,Animales domésticos: sueltos en la via pública,1,SI,SOFIA MARTINEZ,Animales domésticos: sueltos en la via pública,Veterinaria - Dir. de Bromatologia,82,-3.690.519,-60.316.582,11236,
2021,jueves,Finalizado,04/11/2021 08:16,24/01/2022 12:16,noviembre,Animales domésticos: sueltos en la via pública,1,SI,SOFIA MARTINEZ,Animales domésticos: sueltos en la via pública,Veterinaria - Dir. de Bromatologia,81,-36.930.794,-6.016.568,11237,
2021,jueves,En proceso de resolución de revisión,04/11/2021 08:30,09/11/2021 08:30,noviembre,"Parques, plazas y espacios públicos",1,SI,FEDERICO VIDAL,Césped: con falta de mantenimiento o riego,"Parques, plazas y espacios públicos - Dirección de Espacios Verdes",5,-36.876.331,-6.032.637,11238,
2021,jueves,En proceso de resolución de revisión,04/11/2021 09:28,11/11/2021 09:28,noviembre,Transporte público,1,NO,HILARIO GALLI,Incumplimiento de parada,Transporte Público - Sec. de Gobierno,7,-36.895.218,-60.314.423,11239,
2021,jueves,En proceso de resolución de revisión,04/11/2021 10:04,04/12/2021 10:04,noviembre,Vialidad,1,NO,GUSTAVO SPALTRO,Reductor de velocidad: solicitar nuevo,Vialidad - Dir. de Control Urbano,30,-36.884.361,-60.177.467,11240,
2021,jueves,En proceso de resolución de revisión,04/11/2021 10:07,24/11/2021 10:07,noviembre,Delegaciones,1,NO,CÉSAR BOURNOT,Calles: bacheo,Delegaciones,20,-36.880.951,-60.173.923,11241,
2021,jueves,En proceso de resolución de revisión,04/11/2021 10:43,19/11/2021 10:43,noviembre,Habilitaciones,1,SI,PILAR CIARDELLI,Falta de habilitación,Habilitaciones - Dir. de Habilitaciones,15,-36.884.224,-60.297.066,11242,
2021,jueves,Finalizado,04/11/2021 11:37,12/11/2021 10:32,noviembre,Control de plagas / roedores,1,SI,SOFIA MARTINEZ,Control de plagas / roedores,Zoonosis - Dir. de Bromatologia,8,-36.920.918,-60.299.961,11243,
2021,jueves,Finalizado,04/11/2021 11:41,09/11/2021 10:33,noviembre,Reductor de velocidad: solicitar nuevo,1,SI,JULIO FERRARO,Reductor de velocidad: solicitar nuevo,Vialidad - Dir. de Control Urbano,5,-36.921.616,-60.298.637,11244,
2021,jueves,Finalizado,04/11/2021 11:44,24/01/2022 12:17,noviembre,Animales domésticos: sueltos en la via pública,1,SI,SOFIA MARTINEZ,Animales domésticos: sueltos en la via pública,Veterinaria - Dir. de Bromatologia,81,-36.921.616,-60.298.637,11245,
2021,jueves,Finalizado,04/11/2021 12:22,10/11/2021 08:28,noviembre,Calidad de alimentos: posible intoxicación,1,SI,SOFIA MARTINEZ,Calidad de alimentos: posible intoxicación,Habilitaciones - Dir. de Bromatologia,6,-36.885.399,-60.299.316,11246,
2021,jueves,En proceso de resolución de revisión,04/11/2021 12:33,09/11/2021 12:33,noviembre,"Parques, plazas y espacios públicos",1,SI,FEDERICO VIDAL,Césped: con falta de mantenimiento o riego,"Parques, plazas y espacios públicos - Dirección de Espacios Verdes",5,-3.692.894,-60.320.301,11247,
2021,jueves,Finalizado,04/11/2021 12:59,16/11/2021 08:41,noviembre,Calidad de alimentos: posible intoxicación,1,SI,SOFIA MARTINEZ,Calidad de alimentos: posible intoxicación,Habilitaciones - Dir. de Bromatologia,12,-36.980.175,-60.282.257,11248,
2021,viernes,En proceso de resolución de revisión,05/11/2021 09:32,20/12/2021 09:32,noviembre,Obras públicas,1,NO,IVAN ROBBIANI,Calles urbanas: calzada de tierra con baches,Obras públicas - Dir. de Mantenimiento Urbano,45,-36.872.986,-60.327.938,11249,
2021,viernes,En En proceso de resolución de resolución,05/11/2021 09:41,05/03/2022 09:41,noviembre,Higiene y control urbano,1,NO,AXEL PORCEL,Malezas o basura acumulada: en espacio privado (baldío abierto),Higiene y control urbano - Dir. de Catastro,120,-3.688.932,-60.306.087,11250,
2021,viernes,Finalizado,05/11/2021 12:05,04/01/2022 09:29,noviembre,Malezas o basura acumulada: en espacio privado (baldío abierto),1,NO,AXEL PORCEL,Malezas o basura acumulada: en espacio privado (baldío abierto),Higiene y control urbano - Dir. de Catastro,60,-36.879.601,-6.031.802,11251,
2021,viernes,Finalizado,05/11/2021 20:00,11/11/2021 07:26,noviembre,Estacionamiento: vehículos estacionados en lugar no permitido,1,NO,GUSTAVO SPALTRO,Estacionamiento: vehículos estacionados en lugar no permitido,Tránsito,5,-36.888.233,-60.320.595,11252,
2021,domingo,Cancelado,07/11/2021 14:34,15/11/2021 08:05,noviembre,Atención del personal municipal,1,NO,AXEL PORCEL,Malezas o basura acumulada: en espacio público,Higiene y control urbano,8,-36.918.251,-60.304.138,11253,
2021,domingo,Cancelado,07/11/2021 16:19,15/11/2021 08:05,noviembre,"Parques, plazas y espacios públicos",1,SI,ANA GEOGHEGAN,Arbolado: pedido de forestación,Árboles en la vía pública,8,-36.924.877,-60.300.297,11254,
2021,martes,En En proceso de resolución de resolución,09/11/2021 08:30,09/03/2022 08:30,noviembre,Higiene y control urbano,1,NO,AXEL PORCEL,Malezas o basura acumulada: en espacio privado (baldío abierto),Higiene y control urbano - Dir. de Catastro,120,-36.928.185,-60.315.643,11255,
2021,martes,En En proceso de resolución de resolución,09/11/2021 09:09,09/03/2022 09:09,noviembre,Higiene y control urbano,1,NO,AXEL PORCEL,Malezas o basura acumulada: en espacio privado (baldío abierto),Higiene y control urbano - Dir. de Catastro,120,-36.904.533,-60.337.307,11256,
2021,martes,Finalizado,09/11/2021 09:10,15/11/2021 12:34,noviembre,Barrido domiciliario: deficiente,1,SI,EMANUEL LAPORTILLA,Barrido domiciliario: deficiente,Higiene y control urbano - Dir. de Contralor de Servicio,6,-36.904.537,-60.337.486,11257,
2021,martes,En proceso de resolución de revisión,09/11/2021 09:30,24/12/2021 09:34,noviembre,Obras públicas,1,NO,IVAN ROBBIANI,Calles urbanas: calzada asfáltica con baches,Obras públicas - Dir. de Mantenimiento Urbano,45,-36.890.877,-60.329.086,11258,
2021,martes,En proceso de resolución de revisión,09/11/2021 10:15,24/12/2021 10:15,noviembre,Obras públicas,1,NO,IVAN ROBBIANI,Calles urbanas: calzada asfáltica con baches,Obras públicas - Dir. de Mantenimiento Urbano,45,-36.903.687,-60.296.894,11259,
2021,martes,Finalizado,09/11/2021 10:18,09/11/2021 10:35,noviembre,Otra situación no contemplada,1,NO,GUSTAVO SPALTRO,Otra situación no contemplada,Vialidad - Dir. de Control Urbano,0,-36.919.998,-60.294.365,11260,
2021,martes,Finalizado,09/11/2021 10:28,11/11/2021 07:25,noviembre,Malezas o basura acumulada: en espacio público (veredas),1,NO,AXEL PORCEL,Malezas o basura acumulada: en espacio público (veredas),Higiene y control urbano - Dir. de Control Urbano,2,-36.885.166,-6.032.785,11261,
2021,martes,En proceso de resolución de revisión,09/11/2021 10:35,24/12/2021 11:09,noviembre,Obras públicas,1,NO,IVAN ROBBIANI,Calles urbanas: calzada de tierra con baches,Obras públicas - Dir. de Mantenimiento Urbano,45,-36.919.998,-60.294.365,11262,
2021,martes,En En proceso de resolución de resolución,09/11/2021 10:52,09/03/2022 10:52,noviembre,Higiene y control urbano,1,NO,AXEL PORCEL,Malezas o basura acumulada: en espacio privado (baldío abierto),Higiene y control urbano - Dir. de Catastro,120,-36.902.241,-60.297.825,11263,
2021,martes,Finalizado,09/11/2021 10:54,18/11/2021 08:40,noviembre,Calidad y atención del servicio: deficiencia en la programación de turnos,1,NO,VANINA CABRERA,Calidad y atención del servicio: deficiencia en la programación de turnos,Hospitales y centros periféricos de salud,9,-36.884.541,-60.313.061,11264,
2021,martes,En En proceso de resolución de resolución,09/11/2021 11:03,09/03/2022 11:03,noviembre,Higiene y control urbano,1,NO,AXEL PORCEL,Malezas o basura acumulada: en espacio privado (baldío abierto),Higiene y control urbano - Dir. de Catastro,120,-36.876.991,-60.335.045,11265,
2021,martes,Finalizado,09/11/2021 11:48,15/11/2021 12:37,noviembre,Barrido domiciliario: no hay barrido,1,SI,EMANUEL LAPORTILLA,Barrido domiciliario: no hay barrido,Higiene y control urbano - Dir. de Contralor de Servicio,6,-36.903.645,-60.315.491,11266,
2021,martes,Finalizado,09/11/2021 11:50,17/11/2021 08:03,noviembre,Barrido domiciliario: no hay barrido,1,SI,EMANUEL LAPORTILLA,Barrido domiciliario: no hay barrido,Higiene y control urbano - Dir. de Contralor de Servicio,8,-36.903.831,-60.308.792,11267,
2021,martes,En proceso de resolución de revisión,09/11/2021 12:05,24/12/2021 12:05,noviembre,Obras públicas,1,NO,IVAN ROBBIANI,Calles urbanas: calzada asfáltica con baches,Obras públicas - Dir. de Mantenimiento Urbano,45,-36.911.407,-60.312.508,11268,
2021,martes,Finalizado,09/11/2021 12:53,10/11/2021 13:32,noviembre,Residuos sólidos industria/taller: arrojo a vía pública,1,SI,EMILIA DíAZ,Residuos sólidos industria/taller: arrojo a vía pública,Control ambiental - Dir. de Desarrollo Sustentable,1,-3.688.982,-60.287.239,11269,
2021,martes,Finalizado,09/11/2021 14:08,17/11/2021 08:18,noviembre,Recolección de residuos domiliciarios: no hay recolección,1,SI,EMANUEL LAPORTILLA,Recolección de residuos domiliciarios: no hay recolección,Higiene y control urbano - Dir. de Contralor de Servicio,8,-36.984.661,-60.282.913,11270,
2021,miércoles,En proceso de resolución de revisión,10/11/2021 10:16,15/11/2021 10:16,noviembre,"Parques, plazas y espacios públicos",1,SI,FEDERICO VIDAL,Césped: con presencia de basura,"Parques, plazas y espacios públicos - Dirección de Espacios Verdes",5,-36.894.035,-6.033.173,11271,
2021,miercoles,En proceso de resolución de revisión,10/11/2021 10:33,09/01/2022 10:33,noviembre,Obras públicas,1,NO,FABIAN RUBARE,Nomenclador de calles: solicitar nuevo o reposición,Obras públicas - Dir. de Desarrollo Urbano,60,-36.900.566,-60.300.652,11272,
2021,miércoles,En proceso de resolución de revisión,10/11/2021 10:35,25/12/2021 10:35,noviembre,Obras públicas,1,NO,IVAN ROBBIANI,Calles urbanas: calzada asfáltica con baches,Obras públicas - Dir. de Mantenimiento Urbano,45,-36.904.308,-60.296.135,11273,
2021,miércoles,Finalizado,10/11/2021 10:39,11/11/2021 09:41,noviembre,Ruidos molestos: en espacio público,1,SI,GUSTAVO SPALTRO,Ruidos molestos: en espacio público,Control ambiental - Dir. de Control Urbano,1,-36.897.331,-60.347.027,11274,
2021,miércoles,Finalizado,10/11/2021 10:40,17/11/2021 08:03,noviembre,Recolección de residuos domiliciarios: no hay recolección,1,SI,EMANUEL LAPORTILLA,Recolección de residuos domiliciarios: no hay recolección,Higiene y control urbano - Dir. de Contralor de Servicio,7,-36.894.047,-60.325.146,11275,
2021,miércoles,En proceso de resolución de revisión,10/11/2021 11:23,25/12/2021 11:23,noviembre,Obras públicas,1,NO,IVAN ROBBIANI,Calles urbanas: calzada de tierra con presencia de malezas,Obras públicas - Dir. de Mantenimiento Urbano,45,-36.898.708,-60.319.725,11276,
2021,miércoles,Finalizado,10/11/2021 11:55,24/01/2022 12:17,noviembre,Animales domésticos: sueltos en la via pública,1,SI,SOFIA MARTINEZ,Animales domésticos: sueltos en la via pública,Veterinaria - Dir. de Bromatologia,75,-3.686.742,-6.016.317,11277,
2021,miercoles,En proceso de resolución de revisión,10/11/2021 12:08,17/11/2021 12:08,noviembre,Obras públicas,1,SI,EMANUEL LAPORTILLA,Cloacas: rotura de caño,Obras públicas - Dir. de Contralor de Servicios,7,-36.892.143,-60.318.542,11278,
2021,miércoles,Finalizado,10/11/2021 12:18,23/11/2021 12:44,noviembre,Malezas o basura acumulada: en espacio público (veredas),1,NO,AXEL PORCEL,Malezas o basura acumulada: en espacio público (veredas),Higiene y control urbano - Dir. de Control Urbano,13,-36.913.349,-60.320.091,11279,
2021,jueves,Finalizado,11/11/2021 09:19,05/01/2022 10:09,noviembre,Animales no domésticos: crianza inadecuada,1,NO,HUGO SANTONJA,Animales no domésticos: crianza inadecuada,Zoonosis - Dir. de Agropecuaria,55,-36.926.201,-60.318.886,11280,
2021,jueves,En proceso de resolución de revisión,11/11/2021 10:54,01/12/2021 10:54,noviembre,"Parques, plazas y espacios públicos",1,SI,FEDERICO VIDAL,Otra situación no contemplada,"Parques, plazas y espacios públicos - Dirección de Espacios Verdes",20,-3.691.103,-60.319.721,11281,
2021,jueves,En proceso de resolución de revisión,11/11/2021 11:52,16/11/2021 11:52,noviembre,"Parques, plazas y espacios públicos",1,SI,FEDERICO VIDAL,Césped: con falta de mantenimiento o riego,"Parques, plazas y espacios públicos - Dirección de Espacios Verdes",5,-36.929.897,-60.298.027,11282,
2021,jueves,Cancelado,11/11/2021 20:20,12/11/2021 08:22,noviembre,"Parques, plazas y espacios públicos",1,SI,JORGE MARTINEZ,Caminos rurales,Obras públicas,1,-36.920.425,-60.300.301,11283,
2021,viernes,Finalizado,12/11/2021 06:01,16/11/2021 08:04,noviembre,Calidad y atención del servicio: deficiencia en la programación de turnos,1,NO,VANINA CABRERA,Calidad y atención del servicio: deficiencia en la programación de turnos,Hospitales y centros periféricos de salud,4,-36.884.953,-60.313.217,11284,
2021,viernes,Finalizado,12/11/2021 08:10,15/11/2021 08:36,noviembre,Otra situación no contemplada,1,NO,GUSTAVO SPALTRO,Otra situación no contemplada,Vialidad - Dir. de Control Urbano,3,-36.921.288,-60.294.178,11285,
2021,viernes,Cancelado,12/11/2021 08:42,12/11/2021 09:20,noviembre,Higiene y control urbano,1,SI,EMANUEL LAPORTILLA,Recolección de residuos domiciliarios,Higiene y control urbano,0,-36.984.661,-60.282.913,11286,
2021,viernes,En En proceso de resolución de resolución,12/11/2021 09:06,07/11/2022 09:06,enero,Obras públicas,1,NO,JULIO FERRARO,Calles urbanas: pedido de pavimentación de calzada,Obras públicas - Pedidos de obra,360,-36.906.116,-60.294.716,11287,
2021,viernes,En proceso de resolución de revisión,12/11/2021 09:10,27/11/2021 09:10,noviembre,Obras públicas,1,NO,IVAN ROBBIANI,Calles urbanas: Pedido de camión regador,Obras públicas - Dir. de Mantenimiento Urbano,15,-36.906.116,-60.294.716,11288,
2021,viernes,En proceso de resolución de revisión,12/11/2021 09:15,17/11/2021 09:15,noviembre,"Parques, plazas y espacios públicos",1,SI,FEDERICO VIDAL,Césped: con falta de mantenimiento o riego,"Parques, plazas y espacios públicos - Dirección de Espacios Verdes",5,-36.906.116,-60.294.716,11289,
2021,viernes,En proceso de resolución de revisión,12/11/2021 09:52,19/11/2021 09:52,noviembre,Árboles en la vía pública,1,SI,ANA GEOGHEGAN,Arbolado: pedido de extracción en via pública,Árboles en la vía pública,7,-36.902.531,-60.332.024,11290,
2021,viernes,En En proceso de resolución de resolución,12/11/2021 11:06,12/03/2022 11:06,noviembre,Higiene y control urbano,1,NO,AXEL PORCEL,Malezas o basura acumulada: en espacio público (veredas de terrenos cerrados),Higiene y control urbano - Dir. de Catastro,120,-36.890.198,-60.333.073,11291,
2021,viernes,En proceso de resolución de revisión,12/11/2021 11:14,12/12/2021 11:24,noviembre,Obras públicas,1,NO,IVAN ROBBIANI,Otra situación no contemplada,Obras públicas - Dir. de Mantenimiento Urbano,30,-36.921.288,-60.294.178,11292,
2021,viernes,Finalizado,12/11/2021 11:29,04/01/2022 12:48,noviembre,Recolección de residuos domiliciarios: no hay recolección,1,SI,EMANUEL LAPORTILLA,Recolección de residuos domiliciarios: no hay recolección,Higiene y control urbano - Dir. de Contralor de Servicio,53,-36.921.387,-60.319.462,11293,
2021,viernes,En proceso de resolución de revisión,12/11/2021 12:51,27/12/2021 12:51,noviembre,Obras públicas,1,NO,IVAN ROBBIANI,Calles urbanas: calzada de tierra con baches,Obras públicas - Dir. de Mantenimiento Urbano,45,-36.909.008,-60.291.992,11294,
2021,viernes,En proceso de resolución de revisión,12/11/2021 20:47,25/11/2021 08:07,noviembre,"Parques, plazas y espacios públicos",1,NO,FABIAN RUBARE,Mobiliario: mantenimiento a juego,"Parques, plazas y espacios públicos - Dir. de Desarrollo Urbano",12,-36.912.903,-60.312.889,11295,
